# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e-01
# Aref          : 1.00000000e-03
# CofR          : (2.00000000e-01 2.00000000e-01 5.00000000e-03)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
6.13            	3.24738858e+00	1.62369429e+00	1.62369429e+00	5.30752044e-01	4.58961647e-01	7.17903971e-02	1.93585625e-01	1.68280474e-16	-1.75367320e-17	-2.72389482e-16	-1.53731473e-16	-1.18658009e-16
6.14            	3.24445025e+00	1.62222512e+00	1.62222512e+00	3.85275783e-01	3.29877552e-01	5.53982318e-02	1.37239660e-01	1.67027771e-16	-1.48333333e-17	-2.52027391e-16	-1.40847029e-16	-1.11180362e-16
6.15            	3.22919989e+00	1.61459995e+00	1.61459995e+00	2.26003665e-01	4.89084953e-01	-2.63081288e-01	3.76083121e-01	1.66189344e-16	-1.21272672e-17	-2.30096869e-16	-1.27175702e-16	-1.02921167e-16
6.16            	3.22193584e+00	1.61096792e+00	1.61096792e+00	5.85159717e-02	2.52029138e-01	-1.93513167e-01	2.22771152e-01	1.65184892e-16	-8.85302681e-18	-2.07474313e-16	-1.12590183e-16	-9.48841296e-17
6.17            	3.21134847e+00	1.60567423e+00	1.60567423e+00	-1.11634347e-01	8.23991906e-02	-1.94033538e-01	1.38216364e-01	1.64045513e-16	-6.00247930e-18	-1.85086720e-16	-9.85458393e-17	-8.65408807e-17
6.18            	3.19313697e+00	1.59656848e+00	1.59656848e+00	-2.79005954e-01	2.03621836e-01	-4.82627790e-01	3.43124813e-01	1.62625906e-16	-4.27169376e-18	-1.63860787e-16	-8.62020871e-17	-7.76586996e-17
6.19            	3.18547941e+00	1.59273971e+00	1.59273971e+00	-4.38388615e-01	3.61479203e-02	-4.74536535e-01	2.55342228e-01	1.60323263e-16	-3.26314233e-18	-1.44652803e-16	-7.55895440e-17	-6.90632594e-17
6.2             	3.17325654e+00	1.58662827e+00	1.58662827e+00	-5.84842880e-01	1.81533501e-01	-7.66376381e-01	4.73954941e-01	1.57330088e-16	-3.99442313e-18	-1.28194287e-16	-6.80915665e-17	-6.01027202e-17
6.21            	3.17046689e+00	1.58523344e+00	1.58523344e+00	-7.13830095e-01	1.81029747e-01	-8.94859842e-01	5.37944795e-01	1.53325464e-16	-5.95514914e-18	-1.15052462e-16	-6.34813803e-17	-5.15710820e-17
6.22            	3.18333151e+00	1.59166576e+00	1.59166576e+00	-8.21263905e-01	-1.73658001e-01	-6.47605903e-01	2.36973951e-01	1.48292632e-16	-8.77780645e-18	-1.05602739e-16	-6.15791762e-17	-4.40235633e-17
6.23            	3.19903461e+00	1.59951731e+00	1.59951731e+00	-9.03671926e-01	-4.40213002e-01	-4.63458924e-01	1.16229612e-02	1.42761446e-16	-1.27687695e-17	-1.00036173e-16	-6.27868559e-17	-3.72493170e-17
6.24            	3.21879227e+00	1.60939613e+00	1.60939613e+00	-9.58204114e-01	-7.08402105e-01	-2.49802009e-01	-2.29300048e-01	1.37075022e-16	-1.74049484e-17	-9.83819432e-17	-6.65959200e-17	-3.17860232e-17
6.25            	3.22190355e+00	1.61095178e+00	1.61095178e+00	-9.82750633e-01	-3.05457252e-01	-6.77293382e-01	1.85918065e-01	1.32127590e-16	-2.30705751e-17	-1.00549544e-16	-7.33453468e-17	-2.72041967e-17
6.26            	3.24491736e+00	1.62245868e+00	1.62245868e+00	-9.75940826e-01	-6.17187142e-01	-3.58753684e-01	-1.29216729e-01	1.27602780e-16	-2.74659780e-17	-1.06364314e-16	-8.06481351e-17	-2.57161792e-17
6.27            	3.25611785e+00	1.62805892e+00	1.62805892e+00	-9.37219251e-01	-5.83702787e-01	-3.53516464e-01	-1.15093162e-01	1.24624325e-16	-3.15084150e-17	-1.15592983e-16	-8.93049066e-17	-2.62880765e-17
6.28            	3.26731421e+00	1.63365710e+00	1.63365710e+00	-8.66889261e-01	-6.85091087e-01	-1.81798173e-01	-2.51646457e-01	1.23285343e-16	-3.42306235e-17	-1.27963399e-16	-9.82123232e-17	-2.97510763e-17
6.29            	3.25995575e+00	1.62997787e+00	1.62997787e+00	-7.66182930e-01	-2.88970053e-01	-4.77212877e-01	9.41214122e-02	1.24200173e-16	-3.62566357e-17	-1.43171841e-16	-1.07842556e-16	-3.53292846e-17
6.3             	3.25351284e+00	1.62675642e+00	1.62675642e+00	-6.37429851e-01	-9.23501327e-02	-5.45079718e-01	2.26364793e-01	1.26995786e-16	-3.66555055e-17	-1.60859985e-16	-1.17085498e-16	-4.37744868e-17
6.31            	3.24030554e+00	1.62015277e+00	1.62015277e+00	-4.61247532e-01	-2.67252271e-03	-4.58575009e-01	2.27951243e-01	1.33339489e-16	-3.50315660e-17	-1.85014144e-16	-1.27538638e-16	-5.74755058e-17
6.32            	3.22992890e+00	1.61496445e+00	1.61496445e+00	-2.88154000e-01	2.66145839e-01	-5.54299839e-01	4.10222839e-01	1.39635100e-16	-3.42893147e-17	-2.08206498e-16	-1.38392564e-16	-6.98139345e-17
6.33            	3.22491593e+00	1.61245797e+00	1.61245797e+00	-1.02913313e-01	2.42472660e-01	-3.45385973e-01	2.93929317e-01	1.46821811e-16	-3.23462740e-17	-2.31900835e-16	-1.48296691e-16	-8.36041435e-17
6.34            	3.20994718e+00	1.60497359e+00	1.60497359e+00	8.80129615e-02	5.04872314e-01	-4.16859353e-01	4.60865833e-01	1.54802096e-16	-3.01740754e-17	-2.55286612e-16	-1.57817381e-16	-9.74692306e-17
6.35            	3.21089403e+00	1.60544701e+00	1.60544701e+00	2.77601795e-01	1.69184083e-01	1.08417711e-01	3.03831860e-02	1.62536191e-16	-2.69054138e-17	-2.77565085e-16	-1.65687956e-16	-1.11877129e-16
6.36            	3.19219463e+00	1.59609732e+00	1.59609732e+00	4.58638093e-01	5.54863767e-01	-9.62256742e-02	3.25544721e-01	1.70301672e-16	-2.45549704e-17	-2.97991514e-16	-1.73550727e-16	-1.24440786e-16
6.37            	3.18992743e+00	1.59496372e+00	1.59496372e+00	6.24058733e-01	4.17940475e-01	2.06118258e-01	1.05911109e-01	1.76868656e-16	-2.17978681e-17	-3.15883947e-16	-1.79739841e-16	-1.36144105e-16
6.38            	3.18076849e+00	1.59038424e+00	1.59038424e+00	7.67323482e-01	6.31793880e-01	1.35529603e-01	2.48132139e-01	1.82369004e-16	-1.99965305e-17	-3.30641453e-16	-1.85317257e-16	-1.45324196e-16
6.39            	3.17946773e+00	1.58973386e+00	1.58973386e+00	8.82892549e-01	6.92518682e-01	1.90373867e-01	2.51072407e-01	1.86235728e-16	-1.86341533e-17	-3.41767534e-16	-1.89517920e-16	-1.52249614e-16
6.4             	3.18211374e+00	1.59105687e+00	1.59105687e+00	9.66325356e-01	7.43370750e-01	2.22954606e-01	2.60208072e-01	1.88437471e-16	-1.79202663e-17	-3.48857712e-16	-1.92349122e-16	-1.56508590e-16
6.41            	3.18069050e+00	1.59034525e+00	1.59034525e+00	1.04773955e+00	8.78521956e-01	1.69217590e-01	3.54652183e-01	1.89845265e-16	-1.72366616e-17	-3.56290219e-16	-1.95381771e-16	-1.60908448e-16
6.42            	3.18598020e+00	1.59299010e+00	1.59299010e+00	1.05469645e+00	8.46813677e-01	2.07882771e-01	3.19465453e-01	1.88724658e-16	-1.65714829e-17	-3.51619197e-16	-1.92381082e-16	-1.59238116e-16
6.43            	3.19101098e+00	1.59550549e+00	1.59550549e+00	1.02036270e+00	8.72841315e-01	1.47521385e-01	3.62659965e-01	1.86171085e-16	-1.65509748e-17	-3.42263745e-16	-1.87682847e-16	-1.54580898e-16
6.44            	3.20130245e+00	1.60065123e+00	1.60065123e+00	9.44810724e-01	7.17497066e-01	2.27313658e-01	2.45091704e-01	1.82151993e-16	-1.67447491e-17	-3.28285640e-16	-1.80887569e-16	-1.47398071e-16
6.45            	3.20846143e+00	1.60423072e+00	1.60423072e+00	8.29551936e-01	6.42509034e-01	1.87042902e-01	2.27733066e-01	1.76962274e-16	-1.73411429e-17	-3.09822740e-16	-1.72252513e-16	-1.37570227e-16
6.46            	3.22243387e+00	1.61121694e+00	1.61121694e+00	6.77520119e-01	2.62011584e-01	4.15508536e-01	-7.67484760e-02	1.70525039e-16	-1.76790713e-17	-2.87107846e-16	-1.61232994e-16	-1.25874852e-16
6.47            	3.23212374e+00	1.61606187e+00	1.61606187e+00	4.92978609e-01	-4.74096135e-02	5.40388223e-01	-2.93898918e-01	1.63240705e-16	-1.80925990e-17	-2.60495370e-16	-1.48340284e-16	-1.12155086e-16
6.48            	3.23520207e+00	1.61760104e+00	1.61760104e+00	2.81208619e-01	-2.14175568e-01	4.95384187e-01	-3.54779877e-01	1.55333754e-16	-1.85439089e-17	-2.30460734e-16	-1.33774276e-16	-9.66864578e-17
6.49            	3.23325716e+00	1.61662858e+00	1.61662858e+00	4.82802233e-02	-2.99387536e-01	3.47667759e-01	-3.23527648e-01	1.46951160e-16	-1.88635116e-17	-1.97618906e-16	-1.17672964e-16	-7.99459413e-17
6.5             	3.22990430e+00	1.61495215e+00	1.61495215e+00	-1.99142296e-01	-4.28564529e-01	2.29422232e-01	-3.28993381e-01	1.38196431e-16	-1.88553389e-17	-1.62741080e-16	-1.00225879e-16	-6.25152013e-17
6.51            	3.28888111e+00	1.64444056e+00	1.64444056e+00	-5.53944793e-01	-3.93613352e-01	-1.60331441e-01	-1.16640956e-01	1.31703401e-16	-1.75231236e-17	-1.17930093e-16	-7.64881700e-17	-4.14419228e-17
6.52            	3.28173139e+00	1.64086570e+00	1.64086570e+00	-7.58468178e-01	-4.67688118e-01	-2.90780060e-01	-8.84540293e-02	1.28831703e-16	-1.45936790e-17	-9.06366330e-17	-5.99119955e-17	-3.07246375e-17
6.53            	3.28062132e+00	1.64031066e+00	1.64031066e+00	-9.38626664e-01	-6.73041161e-01	-2.65585503e-01	-2.03727829e-01	1.26931837e-16	-1.21107501e-17	-6.85004806e-17	-4.63609904e-17	-2.21394902e-17
6.54            	3.27211509e+00	1.63605755e+00	1.63605755e+00	-1.08728746e+00	-4.43784779e-01	-6.43502678e-01	9.98589499e-02	1.26287142e-16	-1.12307639e-17	-5.28727079e-17	-3.76671178e-17	-1.52055901e-17
6.55            	3.27507044e+00	1.63753522e+00	1.63753522e+00	-1.19889964e+00	-4.24310673e-01	-7.74588968e-01	1.75139147e-01	1.26348633e-16	-1.14081103e-17	-4.45418910e-17	-3.36790558e-17	-1.08628352e-17
6.56            	3.28131260e+00	1.64065630e+00	1.64065630e+00	-1.26935060e+00	-3.10442728e-01	-9.58907871e-01	3.24232572e-01	1.27133613e-16	-1.31898551e-17	-4.38719091e-17	-3.51258097e-17	-8.74609945e-18
6.57            	3.28404744e+00	1.64202372e+00	1.64202372e+00	-1.29578102e+00	1.61842697e-01	-1.45762372e+00	8.09733207e-01	1.28723859e-16	-1.69059910e-17	-5.08871439e-17	-4.23495629e-17	-8.53758100e-18
6.58            	3.30867295e+00	1.65433648e+00	1.65433648e+00	-1.27697852e+00	3.92620329e-02	-1.31624055e+00	6.77751292e-01	1.30495392e-16	-2.10968801e-17	-6.50985536e-17	-5.36461569e-17	-1.14523966e-17
6.59            	3.33599338e+00	1.66799669e+00	1.66799669e+00	-1.21376409e+00	-4.89537594e-02	-1.16481033e+00	5.57928285e-01	1.32864748e-16	-2.61958680e-17	-8.56701470e-17	-6.90309415e-17	-1.66392055e-17
6.6             	3.36114662e+00	1.68057331e+00	1.68057331e+00	-1.10862277e+00	-2.07030946e-02	-1.08791968e+00	5.33608291e-01	1.35967936e-16	-3.17808306e-17	-1.11436801e-16	-8.74992312e-17	-2.39375701e-17
6.61            	3.38632336e+00	1.69316168e+00	1.69316168e+00	-9.65574097e-01	-7.29996019e-02	-8.92574495e-01	4.09787447e-01	1.39772163e-16	-3.69977766e-17	-1.40995824e-16	-1.07495689e-16	-3.35001355e-17
6.62            	3.40244798e+00	1.70122399e+00	1.70122399e+00	-7.90412769e-01	4.28500931e-02	-8.33262863e-01	4.38056478e-01	1.44501708e-16	-4.16150811e-17	-1.72866275e-16	-1.28048219e-16	-4.48180563e-17
6.63            	3.42082409e+00	1.71041204e+00	1.71041204e+00	-5.90068564e-01	-1.66252002e-01	-4.23816561e-01	1.28782280e-01	1.49803138e-16	-4.45318092e-17	-2.05471641e-16	-1.47267630e-16	-5.82040115e-17
6.64            	3.41924140e+00	1.70962070e+00	1.70962070e+00	-3.71944285e-01	6.41853653e-02	-4.36129650e-01	2.50157508e-01	1.56010088e-16	-4.64825835e-17	-2.37474962e-16	-1.65220065e-16	-7.22548976e-17
6.65            	3.41783716e+00	1.70891858e+00	1.70891858e+00	-1.43998328e-01	7.01736264e-02	-2.14171954e-01	1.42172790e-01	1.62555441e-16	-4.65863805e-17	-2.67855722e-16	-1.80514242e-16	-8.73414807e-17
6.66            	3.40640687e+00	1.70320344e+00	1.70320344e+00	8.58571141e-02	2.49612449e-01	-1.63755335e-01	2.06683892e-01	1.69378667e-16	-4.55279354e-17	-2.95779777e-16	-1.93417824e-16	-1.02361953e-16
6.67            	3.39212879e+00	1.69606439e+00	1.69606439e+00	3.09779467e-01	4.38427728e-01	-1.28648261e-01	2.83537994e-01	1.76096069e-16	-4.34568725e-17	-3.20803809e-16	-2.03858777e-16	-1.16945032e-16
6.68            	3.38073192e+00	1.69036596e+00	1.69036596e+00	5.20389744e-01	5.41717747e-01	-2.13280035e-02	2.81522875e-01	1.82390668e-16	-4.07086209e-17	-3.42748566e-16	-2.12082904e-16	-1.30665662e-16
6.69            	3.37440798e+00	1.68720399e+00	1.68720399e+00	7.10763114e-01	5.32435194e-01	1.78327919e-01	1.77053637e-01	1.87925779e-16	-3.77183333e-17	-3.61439958e-16	-2.18438312e-16	-1.43001646e-16
6.7             	3.37908808e+00	1.68954404e+00	1.68954404e+00	8.74052182e-01	2.56646368e-01	6.17405815e-01	-1.80379723e-01	1.92316626e-16	-3.47291412e-17	-3.76705697e-16	-2.23081990e-16	-1.53623707e-16
6.71            	3.38164225e+00	1.69082113e+00	1.69082113e+00	1.00464823e+00	2.29508893e-01	7.75139334e-01	-2.72815221e-01	1.95629750e-16	-3.27550852e-17	-3.88361465e-16	-2.26935818e-16	-1.61425647e-16
6.72            	3.38049221e+00	1.69024610e+00	1.69024610e+00	1.09778234e+00	5.11772350e-01	5.86009994e-01	-3.71188217e-02	1.97659754e-16	-3.20930889e-17	-3.96061618e-16	-2.30123898e-16	-1.65937720e-16
6.73            	3.40416418e+00	1.70208209e+00	1.70208209e+00	1.14961562e+00	7.43121775e-02	1.07530344e+00	-5.00495633e-01	1.97623941e-16	-3.14701434e-17	-3.99345828e-16	-2.31143057e-16	-1.68202771e-16
6.74            	3.41534449e+00	1.70767224e+00	1.70767224e+00	1.15818860e+00	2.26964340e-01	9.31224257e-01	-3.52129958e-01	1.96281089e-16	-3.24805430e-17	-3.97790594e-16	-2.31375840e-16	-1.66414754e-16
6.75            	3.42231598e+00	1.71115799e+00	1.71115799e+00	1.12242347e+00	6.22865712e-01	4.99557759e-01	6.16539762e-02	1.93497169e-16	-3.44253998e-17	-3.90943179e-16	-2.29896989e-16	-1.61046190e-16
6.76            	3.44623959e+00	1.72311979e+00	1.72311979e+00	1.04286745e+00	4.34329786e-01	6.08537667e-01	-8.71039405e-02	1.88991006e-16	-3.58498598e-17	-3.78458511e-16	-2.25079116e-16	-1.53379396e-16
6.77            	3.46888357e+00	1.73444179e+00	1.73444179e+00	9.21872525e-01	2.32917789e-01	6.88954736e-01	-2.28018473e-01	1.83433544e-16	-3.70579880e-17	-3.60232279e-16	-2.17174128e-16	-1.43058152e-16
6.78            	3.48028712e+00	1.74014356e+00	1.74014356e+00	7.62422792e-01	2.83976336e-01	4.78446457e-01	-9.72350603e-02	1.77317509e-16	-3.79794639e-17	-3.36305757e-16	-2.06132342e-16	-1.30173414e-16
6.79            	3.49260207e+00	1.74630103e+00	1.74630103e+00	5.69470715e-01	1.03040418e-01	4.66430297e-01	-1.81694939e-01	1.70733592e-16	-3.76700458e-17	-3.07150624e-16	-1.91245358e-16	-1.15905266e-16
6.8             	3.49209448e+00	1.74604724e+00	1.74604724e+00	3.49258215e-01	1.65483957e-01	1.83774259e-01	-9.14515099e-03	1.64307523e-16	-3.66006943e-17	-2.73631304e-16	-1.73416346e-16	-1.00214958e-16
6.81            	3.49702151e+00	1.74851076e+00	1.74851076e+00	1.09037979e-01	-1.85827978e-01	2.94865958e-01	-2.40346968e-01	1.57890457e-16	-3.39578493e-17	-2.36933003e-16	-1.52424351e-16	-8.45086523e-17
6.82            	3.48815668e+00	1.74407834e+00	1.74407834e+00	-1.42212012e-01	-1.97957204e-01	5.57451924e-02	-1.26851198e-01	1.52194114e-16	-3.09490471e-17	-1.98761782e-16	-1.30329938e-16	-6.84318437e-17
6.83            	3.48350992e+00	1.74175496e+00	1.74175496e+00	-3.95474809e-01	-4.36244465e-01	4.07696555e-02	-2.38507060e-01	1.47061503e-16	-2.72106879e-17	-1.60994435e-16	-1.07707905e-16	-5.32865296e-17
6.84            	3.47430725e+00	1.73715363e+00	1.73715363e+00	-6.40996086e-01	-5.35577784e-01	-1.05418302e-01	-2.15079741e-01	1.42835033e-16	-2.36443305e-17	-1.25611810e-16	-8.64502353e-17	-3.91615743e-17
6.85            	3.46563117e+00	1.73281559e+00	1.73281559e+00	-8.69223711e-01	-5.89972311e-01	-2.79251400e-01	-1.55360456e-01	1.39586538e-16	-2.05902717e-17	-9.46367295e-17	-6.79086365e-17	-2.67280931e-17
6.86            	3.45695090e+00	1.72847545e+00	1.72847545e+00	-1.07177558e+00	-5.47845208e-01	-5.23930375e-01	-1.19574164e-02	1.37348813e-16	-1.85175845e-17	-6.96867747e-17	-5.33609718e-17	-1.63258029e-17
6.87            	3.44412924e+00	1.72206462e+00	1.72206462e+00	-1.24069820e+00	-2.28931067e-01	-1.01176714e+00	3.91418034e-01	1.36218191e-16	-1.79762008e-17	-5.21061165e-17	-4.40292590e-17	-8.07685745e-18
6.88            	3.44909313e+00	1.72454657e+00	1.72454657e+00	-1.36937420e+00	-3.78964690e-01	-9.90409506e-01	3.05722408e-01	1.35699023e-16	-1.82187119e-17	-4.28196558e-17	-3.96285398e-17	-3.19111603e-18
6.89            	3.45384860e+00	1.72692430e+00	1.72692430e+00	-1.45248097e+00	-3.83898830e-01	-1.06858214e+00	3.42341657e-01	1.36021563e-16	-2.00961672e-17	-4.21284447e-17	-4.11603896e-17	-9.68055178e-19
6.9             	3.46655813e+00	1.73327907e+00	1.73327907e+00	-1.48609345e+00	-5.10335553e-01	-9.75757899e-01	2.32711173e-01	1.37000261e-16	-2.31904147e-17	-5.00299384e-17	-4.82053839e-17	-1.82455452e-18
6.91            	3.27756290e+00	1.63878145e+00	1.63878145e+00	-1.89519208e+00	-1.26446390e+00	-6.30728182e-01	-3.16867858e-01	8.63415947e-17	-2.26865251e-17	5.38851623e-17	4.25605605e-18	4.96291062e-17
6.92            	3.29023298e+00	1.64511649e+00	1.64511649e+00	-1.98378591e+00	-1.79432006e+00	-1.89465849e-01	-8.02427105e-01	8.11203941e-17	-2.41633079e-17	6.25028432e-17	7.08811372e-18	5.54147295e-17
6.93            	3.27352495e+00	1.63676248e+00	1.63676248e+00	-2.02617752e+00	-1.18005662e+00	-8.46120903e-01	-1.66967858e-01	7.79250317e-17	-2.76366256e-17	6.37774502e-17	4.25209949e-18	5.95253507e-17
6.94            	3.27105239e+00	1.63552619e+00	1.63552619e+00	-2.02145310e+00	-1.00740297e+00	-1.01405013e+00	3.32357679e-03	7.59778803e-17	-3.08643504e-17	5.77879597e-17	-1.97037055e-18	5.97583303e-17
6.95            	3.27651383e+00	1.63825691e+00	1.63825691e+00	-1.96999448e+00	-1.08200036e+00	-8.87994116e-01	-9.70031234e-02	7.55444807e-17	-3.38595476e-17	4.48974967e-17	-1.14107992e-17	5.63082959e-17
6.96            	3.27858973e+00	1.63929487e+00	1.63929487e+00	-1.87364417e+00	-1.03068298e+00	-8.42961191e-01	-9.38608936e-02	7.69431318e-17	-3.68419296e-17	2.57499009e-17	-2.39669791e-17	4.97168800e-17
6.97            	3.29485449e+00	1.64742725e+00	1.64742725e+00	-1.73568496e+00	-1.51153041e+00	-2.24154556e-01	-6.43687925e-01	7.98031303e-17	-3.86962153e-17	1.22777797e-18	-3.80823263e-17	3.93101043e-17
6.98            	3.29033073e+00	1.64516536e+00	1.64516536e+00	-1.56057235e+00	-1.29874809e+00	-2.61824259e-01	-5.18461917e-01	8.48228360e-17	-4.07748074e-17	-2.76342046e-17	-5.45919097e-17	2.69577051e-17
6.99            	3.27865597e+00	1.63932798e+00	1.63932798e+00	-1.35407288e+00	-8.99108562e-01	-4.54964314e-01	-2.22072124e-01	9.15685079e-17	-4.22368679e-17	-5.96645811e-17	-7.20691584e-17	1.24045773e-17
7               	3.27080806e+00	1.63540403e+00	1.63540403e+00	-1.12290336e+00	-7.15774682e-01	-4.07128679e-01	-1.54323002e-01	9.95883083e-17	-4.24480245e-17	-9.36449749e-17	-8.92705119e-17	-4.37446297e-18
7.01            	3.43251503e+00	1.71625752e+00	1.71625752e+00	1.01070251e-01	3.12816541e-01	-2.11746290e-01	2.62281415e-01	1.72956572e-16	-4.69813476e-17	-3.08063628e-16	-2.01013162e-16	-1.07050466e-16
7.02            	3.42242678e+00	1.71121339e+00	1.71121339e+00	3.82423173e-01	-3.43693378e-02	4.16792510e-01	-2.25580924e-01	1.82553689e-16	-4.19943637e-17	-3.38586505e-16	-2.11287616e-16	-1.27298889e-16
7.03            	3.39241136e+00	1.69620568e+00	1.69620568e+00	6.50992080e-01	4.08192221e-01	2.42799859e-01	8.26961814e-02	1.92208390e-16	-3.78040645e-17	-3.66348489e-16	-2.20978309e-16	-1.45370180e-16
7.04            	3.37188518e+00	1.68594259e+00	1.68594259e+00	8.97796782e-01	7.14465741e-01	1.83331040e-01	2.65567351e-01	2.00899527e-16	-3.38805346e-17	-3.91228120e-16	-2.29494595e-16	-1.61733526e-16
7.05            	3.36574864e+00	1.68287432e+00	1.68287432e+00	1.11453393e+00	7.53944597e-01	3.60589331e-01	1.96677633e-01	2.08061395e-16	-3.05901836e-17	-4.12911639e-16	-2.37046003e-16	-1.75865636e-16
7.06            	3.36570858e+00	1.68285429e+00	1.68285429e+00	1.29381870e+00	8.51398235e-01	4.42420469e-01	2.04488883e-01	2.13508677e-16	-2.87093527e-17	-4.30977027e-16	-2.44197866e-16	-1.86779161e-16
7.07            	3.37953700e+00	1.68976850e+00	1.68976850e+00	1.42943647e+00	7.27475432e-01	7.01961040e-01	1.27571959e-02	2.16845131e-16	-2.79777923e-17	-4.44828258e-16	-2.50391921e-16	-1.94436337e-16
7.08            	3.39670428e+00	1.69835214e+00	1.69835214e+00	1.51677967e+00	6.93649519e-01	8.23130156e-01	-6.47403186e-02	2.18151214e-16	-2.86407300e-17	-4.53676164e-16	-2.55478812e-16	-1.98197352e-16
7.09            	3.41831630e+00	1.70915815e+00	1.70915815e+00	1.55286487e+00	6.21707580e-01	9.31157290e-01	-1.54724855e-01	2.17408847e-16	-3.01530546e-17	-4.56673655e-16	-2.58489882e-16	-1.98183773e-16
7.1             	3.43590324e+00	1.71795162e+00	1.71795162e+00	1.53636406e+00	6.97459044e-01	8.38905014e-01	-7.07229850e-02	2.14928163e-16	-3.22092563e-17	-4.52981290e-16	-2.58699901e-16	-1.94281389e-16
7.11            	3.27778569e+00	1.63889284e+00	1.63889284e+00	1.67886817e+00	1.38295038e+00	2.95917791e-01	5.43516296e-01	2.31658006e-16	-1.26582535e-17	-4.53205933e-16	-2.39261220e-16	-2.13944713e-16
7.12            	3.28550463e+00	1.64275232e+00	1.64275232e+00	1.62921571e+00	1.31043928e+00	3.18776424e-01	4.95831429e-01	2.29066273e-16	-1.26090211e-17	-4.42632064e-16	-2.33925053e-16	-2.08707011e-16
7.13            	3.28739843e+00	1.64369922e+00	1.64369922e+00	1.53045179e+00	1.39791254e+00	1.32539256e-01	6.32686640e-01	2.24791954e-16	-1.31843595e-17	-4.26189038e-16	-2.26278878e-16	-1.99910159e-16
7.14            	3.30398037e+00	1.65199019e+00	1.65199019e+00	1.38549539e+00	8.80977450e-01	5.04517943e-01	1.88229753e-01	2.18541499e-16	-1.32294136e-17	-4.04120437e-16	-2.15289632e-16	-1.88830805e-16
7.15            	3.29616849e+00	1.64808424e+00	1.64808424e+00	1.19879625e+00	1.13455836e+00	6.42378916e-02	5.35160232e-01	2.11341364e-16	-1.43638171e-17	-3.76823574e-16	-2.02775604e-16	-1.74047970e-16
7.16            	3.30819556e+00	1.65409778e+00	1.65409778e+00	9.75805590e-01	5.63112040e-01	4.12693550e-01	7.52092449e-02	2.02427559e-16	-1.43851562e-17	-3.44810977e-16	-1.86790645e-16	-1.58020332e-16
7.17            	3.29907339e+00	1.64953669e+00	1.64953669e+00	7.23204241e-01	6.30400416e-01	9.28038252e-02	2.68798295e-01	1.92894939e-16	-1.51006168e-17	-3.08796693e-16	-1.69498963e-16	-1.39297730e-16
7.18            	3.30275672e+00	1.65137836e+00	1.65137836e+00	4.48291914e-01	1.31669493e-01	3.16622421e-01	-9.24764642e-02	1.82216281e-16	-1.49215358e-17	-2.69640144e-16	-1.49741608e-16	-1.19898536e-16
7.19            	3.29026129e+00	1.64513064e+00	1.64513064e+00	1.59065940e-01	1.25634716e-01	3.34312237e-02	4.61017462e-02	1.71226854e-16	-1.52595284e-17	-2.28389126e-16	-1.29454092e-16	-9.89350348e-17
7.2             	3.29499618e+00	1.64749809e+00	1.64749809e+00	-1.36339588e-01	-5.50122458e-01	4.13782870e-01	-4.81952664e-01	1.59405738e-16	-1.47120294e-17	-1.86206238e-16	-1.07815149e-16	-7.83910897e-17
7.21            	3.30314761e+00	1.65157381e+00	1.65157381e+00	-4.27947146e-01	-1.41303193e-01	-2.86643954e-01	7.26703805e-02	1.62155706e-16	-1.01329222e-17	-1.53295242e-16	-8.67805434e-17	-6.65146990e-17
7.22            	3.30699110e+00	1.65349555e+00	1.65349555e+00	-6.53958470e-01	-5.48019292e-01	-1.05939178e-01	-2.21040057e-01	1.54618415e-16	-1.04161683e-17	-1.24454372e-16	-7.26433541e-17	-5.18110175e-17
7.23            	3.30501327e+00	1.65250663e+00	1.65250663e+00	-8.54708818e-01	-5.57172902e-01	-2.97535916e-01	-1.29818493e-01	1.47219670e-16	-1.24838380e-17	-1.00510888e-16	-6.27392822e-17	-3.77716063e-17
7.24            	3.31233375e+00	1.65616688e+00	1.65616688e+00	-1.02418413e+00	-7.02865229e-01	-3.21318904e-01	-1.90773162e-01	1.39800223e-16	-1.55967410e-17	-8.21964091e-17	-5.66949456e-17	-2.55014635e-17
7.25            	3.33005990e+00	1.66502995e+00	1.66502995e+00	-1.15745408e+00	-1.04512312e+00	-1.12330961e-01	-4.66396079e-01	1.32571047e-16	-1.94733783e-17	-6.99453853e-17	-5.44460709e-17	-1.54993144e-17
7.26            	3.33682684e+00	1.66841342e+00	1.66841342e+00	-1.25076553e+00	-8.63782296e-01	-3.86983239e-01	-2.38399529e-01	1.26285513e-16	-2.47101806e-17	-6.39054654e-17	-5.66629133e-17	-7.24255209e-18
